P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,411.0625,0.04400000000000004
0,0,0,350.4921875,0.04400000000000004
0,0,0,242.72395833333334,0.04400000000000004
0,0,0,145.7734375,0.04400000000000004
0,0,0,74.3375,0.04400000000000004
0,0,0,-53.90625,0.04355999999999999
0,0,0,-159.140625,0.043560000000000085
0,0,0,-239.4375,0.04355999999999989
0,0,0,-288.046875,0.043560000000000085
0,0,0,-321.1875,0.043560000000000085
0,0,0,-350.015625,0.04400000000000004
0,0,0,-378.0,0.04400000000000004
0,0,0,-379.453125,0.04400000000000004
0,0,0,-377.859375,0.04400000000000004
0,0,0,-378.84375,0.04400000000000004
0,0,0,-381.65625,0.04400000000000004
0,0,0,-384.65625,0.04400000000000004
0,0,0,-387.046875,0.04400000000000004
0,0,0,-389.8125,0.04400000000000004
0,0,0,-393.09375,0.04400000000000004
0,0,0,-394.6875,0.04400000000000004
0,0,0,-396.890625,0.04400000000000004
0,0,0,-398.15625,0.04400000000000004
0,0,0,-396.28125,0.04400000000000004
0,0,0,-392.953125,0.04400000000000004
0,0,0,-389.71875,0.04400000000000004
0,0,0,-385.453125,0.04444000000000009
0,0,0,-382.546875,0.04444000000000009
0,0,0,-383.953125,0.04400000000000004
0,0,0,-388.453125,0.04400000000000004
0,0,0,-398.34375,0.04355999999999999
0,0,0,-409.921875,0.04312000000000004
0,0,0,-418.828125,0.04312000000000004
0,0,0,-359.578125,0.043560000000000085
0,0,0,-176.71875,0.043560000000000085
0,0,0,-80.484375,0.04400000000000004
P: I: D: Error: command:
0,0,0,344.296875,0.04400000000000004
0,0,0,285.5859375,4
0,0,0,253.828125,4
0,0,0,240.5859375,4
0,0,0,231.46875,4
0,0,0,202.96875,4
0,0,0,168.515625,0.06644000000000011
0,0,0,151.21875,-0.06732000000000006
0,0,0,129.796875,-0.20415999999999998
0,0,0,111.234375,-0.34144
0,0,0,91.453125,-0.34408
0,0,0,106.078125,-0.34496
0,0,0,106.125,4
0,0,0,106.078125,4
0,0,0,104.8125,4
0,0,0,105.65625,4
0,0,0,94.546875,4
0,0,0,85.3125,-0.33088
0,0,0,82.875,-0.3322
0,0,0,88.640625,-0.33176
0,0,0,88.40625,-0.33176
0,0,0,97.40625,-0.33132
0,0,0,109.828125,-0.33088
0,0,0,114.0,-0.33044
0,0,0,110.625,-0.33044
0,0,0,112.6875,-0.33
0,0,0,114.375,4
0,0,0,117.375,4
0,0,0,120.9375,4
0,0,0,123.0,4
0,0,0,129.140625,4
0,0,0,131.578125,-0.33044
0,0,0,133.125,-0.32956
0,0,0,136.453125,-0.32956
0,0,0,142.59375,-0.33044
0,0,0,140.015625,-0.3322
0,0,0,140.765625,-0.33396
0,0,0,136.59375,-0.3366
0,0,0,140.203125,-0.3388
0,0,0,138.515625,-0.33968000000000004
0,0,0,137.765625,-0.33968000000000004
0,0,0,134.765625,-0.33968000000000004
0,0,0,138.140625,-0.33924
0,0,0,135.46875,-0.33924
0,0,0,136.21875,-0.33968000000000004
0,0,0,137.90625,-0.33924
0,0,0,142.59375,-0.33836
0,0,0,142.40625,-0.32604
0,0,0,146.625,-0.32648
0,0,0,153.234375,-0.32648
0,0,0,151.359375,-0.32604
0,0,0,148.546875,-0.32648
0,0,0,152.671875,-0.3388
0,0,0,149.109375,-0.33748
0,0,0,137.0625,-0.3366
0,0,0,138.140625,-0.33792
0,0,0,141.375,-0.34056000000000003
0,0,0,139.3125,-0.3432
0,0,0,141.140625,-0.34452
0,0,0,148.125,-0.34716
0,0,0,156.421875,-0.34892
0,0,0,158.390625,-0.34936
0,0,0,154.59375,-0.34979999999999994
0,0,0,147.140625,-0.35200000000000004
0,0,0,137.390625,-0.24156000000000002
0,0,0,117.375,-0.24288
0,0,0,86.625,-0.24419999999999997
0,0,0,65.671875,-0.24508000000000002
0,0,0,53.4375,-0.24595999999999998
0,0,0,46.6875,-0.35772
0,0,0,44.953125,-0.35816000000000003
0,0,0,53.671875,-0.35903999999999997
0,0,0,70.6875,-0.35903999999999997
0,0,0,80.578125,-0.35947999999999997
0,0,0,77.578125,4
0,0,0,84.9375,4
0,0,0,92.25,4
0,0,0,92.15625,4
0,0,0,98.34375,4
0,0,0,108.65625,-0.36344000000000004
0,0,0,98.296875,-0.36388
0,0,0,98.625,-0.36432
0,0,0,95.625,-0.36476
0,0,0,85.78125,-0.36519999999999997
0,0,0,84.09375,-0.36476
0,0,0,96.421875,-0.36432
0,0,0,100.03125,-0.36388
0,0,0,99.46875,-0.36344
0,0,0,100.5,-0.36256000000000005
0,0,0,101.0625,-0.36256000000000005
0,0,0,93.375,-0.36256
0,0,0,90.140625,-0.36256
0,0,0,89.15625,-0.36256
0,0,0,89.015625,-0.363
0,0,0,87.0,-0.36256000000000005
0,0,0,87.046875,-0.36256000000000005
0,0,0,87.1875,-0.36256
0,0,0,83.015625,-0.36212
0,0,0,78.140625,-0.36212
0,0,0,75.46875,-0.36256
0,0,0,72.046875,-0.36256
0,0,0,67.21875,-0.36256
0,0,0,68.34375,-0.36256000000000005
0,0,0,70.828125,-0.36212000000000005
0,0,0,72.140625,-0.36212
0,0,0,75.703125,-0.36168000000000006
0,0,0,75.515625,-0.36124
0,0,0,74.25,-0.36124
0,0,0,71.90625,-0.36124
0,0,0,68.53125,-0.36124
0,0,0,66.375,-0.36124
0,0,0,67.5,-0.36168000000000006
0,0,0,70.921875,-0.36212
0,0,0,77.71875,-0.36256
0,0,0,97.59375,-0.36256
0,0,0,110.109375,-0.363
0,0,0,126.609375,-0.363
0,0,0,135.890625,-0.363
0,0,0,134.578125,-0.36256000000000005
0,0,0,130.453125,-0.36256000000000005
